1	61	12	13,1	13,4	13,8	14	15,3	16,7	18,1	20,4
1	62	12	13,1	13,4	13,8	14	15,3	16,7	18,1	20,4
1	63	12	13,1	13,4	13,8	14	15,3	16,7	18,1	20,4
1	64	12	13,1	13,4	13,8	14	15,3	16,7	18,1	20,5
1	65	12	13,1	13,4	13,8	14	15,3	16,7	18,1	20,5
1	66	12	13,1	13,4	13,8	14	15,3	16,7	18,1	20,6
1	67	12	13,1	13,4	13,8	14	15,3	16,7	18,2	20,6
1	68	12	13,1	13,4	13,8	14	15,3	16,8	18,2	20,7
1	69	12	13,1	13,4	13,8	14	15,3	16,8	18,2	20,7
1	70	12,1	13,1	13,4	13,8	14	15,3	16,8	18,2	20,8
1	71	12,1	13,2	13,4	13,8	14	15,3	16,8	18,3	20,8
1	72	12,1	13,2	13,4	13,8	14	15,3	16,8	18,3	20,9
1	73	12,1	13,2	13,4	13,8	14	15,3	16,8	18,3	21
1	74	12,1	13,2	13,4	13,8	14,1	15,3	16,9	18,4	21
1	75	12,1	13,2	13,4	13,8	14,1	15,3	16,9	18,4	21,1
1	76	12,1	13,2	13,4	13,8	14,1	15,4	16,9	18,4	21,2
1	77	12,1	13,2	13,4	13,8	14,1	15,4	16,9	18,5	21,3
1	78	12,1	13,2	13,4	13,8	14,1	15,4	16,9	18,5	21,3
1	79	12,1	13,2	13,4	13,8	14,1	15,4	17	18,5	21,4
1	80	12,1	13,2	13,5	13,8	14,1	15,4	17	18,6	21,5
1	81	12,1	13,2	13,5	13,9	14,1	15,4	17	18,6	21,6
1	82	12,2	13,2	13,5	13,9	14,1	15,4	17,1	18,7	21,7
1	83	12,2	13,3	13,5	13,9	14,2	15,5	17,1	18,7	21,8
1	84	12,2	13,3	13,5	13,9	14,2	15,5	17,1	18,8	21,9
1	85	12,2	13,3	13,5	13,9	14,2	15,5	17,1	18,8	21,9
1	86	12,2	13,3	13,5	13,9	14,2	15,5	17,2	18,8	22
1	87	12,2	13,3	13,5	13,9	14,2	15,5	17,2	18,9	22,1
1	88	12,2	13,3	13,6	13,9	14,2	15,6	17,2	18,9	22,2
1	89	12,2	13,3	13,6	14	14,2	15,6	17,3	19	22,3
1	90	12,2	13,3	13,6	14	14,3	15,6	17,3	19	22,5
1	91	12,3	13,4	13,6	14	14,3	15,6	17,3	19,1	22,6
1	92	12,3	13,4	13,6	14	14,3	15,6	17,4	19,2	22,7
1	93	12,3	13,4	13,6	14	14,3	15,7	17,4	19,2	22,8
1	94	12,3	13,4	13,6	14	14,3	15,7	17,4	19,3	22,9
1	95	12,3	13,4	13,7	14	14,3	15,7	17,5	19,3	23
1	96	12,3	13,4	13,7	14,1	14,4	15,7	17,5	19,4	23,1
1	97	12,3	13,4	13,7	14,1	14,4	15,8	17,5	19,4	23,2
1	98	12,3	13,5	13,7	14,1	14,4	15,8	17,6	19,5	23,4
1	99	12,4	13,5	13,7	14,1	14,4	15,8	17,6	19,5	23,5
1	100	12,4	13,5	13,7	14,1	14,4	15,8	17,7	19,6	23,6
1	101	12,4	13,5	13,7	14,1	14,4	15,9	17,7	19,7	23,8
1	102	12,4	13,5	13,8	14,2	14,5	15,9	17,7	19,7	23,9
1	103	12,4	13,5	13,8	14,2	14,5	15,9	17,8	19,8	24
1	104	12,4	13,5	13,8	14,2	14,5	15,9	17,8	19,9	24,2
1	105	12,4	13,6	13,8	14,2	14,5	16	17,9	19,9	24,3
1	106	12,5	13,6	13,8	14,2	14,5	16	17,9	20	24,4
1	107	12,5	13,6	13,8	14,3	14,6	16	17,9	20	24,6
1	108	12,5	13,6	13,9	14,3	14,6	16	18	20,1	24,7
1	109	12,5	13,6	13,9	14,3	14,6	16,1	18	20,2	24,9
1	110	12,5	13,7	13,9	14,3	14,6	16,1	18,1	20,2	25
